first_name,last_name,city,state,shirt_or_hat,quiz_points,team,signup,id_number,company,state_name,state_abbrev,region,division
Gregory,Fields,Phoenix,AZ,hat,90,blue,2016-06-05,9723,"Parisian, Blanda and Schinner",Arizona,AZ,West,Mountain
Henry,Burns,Santa Ana,CA,shirt,60,green,2014-06-03,9724,Jerde-Yundt,California,CA,West,Pacific
Chris,Jenkins,Albany,NY,shirt,70,red,2016-03-20,9725,Deckow-Hudson,New York,NY,Northeast,Middle Atlantic
Stephen,Carter,Dallas,TX,hat,70,blue,2015-05-18,9726,Gottlieb-Cole,Texas,TX,South,West South Central
Doris,Washington,El Paso,TX,hat,90,green,2015-12-08,9727,Bruen-Stracke,Texas,TX,South,West South Central
Wayne,Young,Great Neck,NY,hat,50,red,2016-05-15,9728,"O'Reilly, Pfeffer and Reichel",New York,NY,Northeast,Middle Atlantic
Ashley,Harper,Nashville,TN,shirt,20,blue,2015-08-20,9729,"Lockman, Goodwin and Waelchi",Tennessee,TN,South,East South Central
Randy,Wells,San Francisco,CA,hat,40,green,2014-02-22,9730,,California,CA,West,Pacific
Susan,Dixon,San Francisco,CA,hat,60,red,2014-05-09,9731,Reichel and Sons,California,CA,West,Pacific
Katherine,Warren,Canton,OH,shirt,80,blue,2016-06-20,9732,Bechtelar-Bosco,Ohio,OH,Midwest,East North Central
Thomas,Oliver,Santa Barbara,CA,hat,100,green,2016-04-12,9733,Friesen LLC,California,CA,West,Pacific
Harry,Freeman,Baltimore,MD,hat,60,red,2014-01-10,9734,"Harris, Corkery and Ryan",Maryland,MD,South,South Atlantic
Gloria,Roberts,Bakersfield,CA,hat,30,blue,2016-10-28,9735,"Roberts, Lynch and Nitzsche",California,CA,West,Pacific
Dennis,Bishop,Sioux Falls,SD,hat,60,green,2015-05-11,9736,Goldner LLC,South Dakota,SD,Midwest,West North Central
David,Roberts,Atlanta,GA,hat,90,red,2015-10-16,9737,Conn-Ryan,Georgia,GA,South,South Atlantic
Melissa,Palmer,Wichita,KS,shirt,50,blue,2016-01-16,9738,,Kansas,KS,Midwest,West North Central
Gary,Greene,Mesa,AZ,hat,40,green,2015-10-08,9739,Moore-Rutherford,Arizona,AZ,West,Mountain
Joan,Elliott,Corona,CA,hat,60,red,2014-01-22,9740,Hauck-Gerlach,California,CA,West,Pacific
Bonnie,Sanchez,Fort Smith,AR,shirt,10,blue,2016-07-22,9741,Brekke-Romaguera,Arkansas,AR,South,West South Central
Thomas,Stewart,Atlanta,GA,shirt,50,green,2016-02-21,9742,"Toy, Tromp and Waters",Georgia,GA,South,South Atlantic
Gloria,Rogers,New York City,NY,shirt,10,red,2014-03-05,9743,"Wuckert, Huels and Wilderman",New York,NY,Northeast,Middle Atlantic
Brenda,Miller,Cincinnati,OH,hat,100,blue,2013-11-29,9744,Schmeler-Miller,Ohio,OH,Midwest,East North Central
Keith,Scott,Tyler,TX,hat,90,green,2016-07-12,9745,Weber-Conn,Texas,TX,South,West South Central
Christopher,Kim,Oklahoma City,OK,hat,100,red,2016-07-25,9746,"Sporer, VonRueden and Casper",Oklahoma,OK,South,West South Central
Thomas,Martin,Sacramento,CA,shirt,90,blue,2016-05-04,9747,"Harris, Braun and Wisozk",California,CA,West,Pacific
Terry,Bradley,Schenectady,NY,hat,60,green,2014-08-19,9748,"Deckow, Nikolaus and Considine",New York,NY,Northeast,Middle Atlantic
Peter,Murray,Mobile,AL,hat,60,red,2016-05-03,9749,"McDermott, Koch and Mayert",Alabama,AL,South,East South Central
Matthew,Kelly,Louisville,KY,hat,70,blue,2015-12-02,9750,,Kentucky,KY,South,East South Central
David,Hunter,Albuquerque,NM,hat,60,green,2014-05-07,9751,Johns LLC,New Mexico,NM,West,Mountain
Donald,Phillips,Minneapolis,MN,hat,90,red,2016-10-18,9752,,Minnesota,MN,Midwest,West North Central
Teresa,Perkins,Madison,WI,hat,50,blue,2016-05-27,9753,Wolf LLC,Wisconsin,WI,Midwest,East North Central
Ronald,Thomas,Tacoma,WA,hat,80,green,2015-09-25,9754,,Washington,WA,West,Pacific
Roy,Clark,Huntsville,AL,hat,60,red,2014-03-24,9755,"Goldner, Gulgowski and Murazik",Alabama,AL,South,East South Central
Nancy,Sullivan,Corpus Christi,TX,hat,90,blue,2015-09-26,9756,"Haag, Kerluke and Dach",Texas,TX,South,West South Central
Willie,Elliott,Mesquite,TX,shirt,100,green,2015-09-19,9757,"Fay, Runte and Steuber",Texas,TX,South,West South Central
Daniel,Williamson,San Francisco,CA,shirt,30,red,2014-05-24,9758,Hand LLC,California,CA,West,Pacific
Gloria,Reed,Fort Worth,TX,hat,100,blue,2016-09-16,9759,Little and Sons,Texas,TX,South,West South Central
Adam,West,Colorado Springs,CO,hat,40,green,2014-10-20,9760,Sipes LLC,Colorado,CO,West,Mountain
Janice,Peterson,Montgomery,AL,hat,80,red,2014-09-25,9761,"Predovic, Baumbach and Denesik",Alabama,AL,South,East South Central
Matthew,Chavez,San Jose,CA,hat,50,blue,2014-06-11,9762,Metz-Bartoletti,California,CA,West,Pacific
Christina,Graham,Las Vegas,NV,hat,100,green,2016-11-01,9763,Tremblay-Robel,Nevada,NV,West,Mountain
Emily,Richards,Columbus,OH,hat,20,red,2016-11-12,9764,Simonis-Wiegand,Ohio,OH,Midwest,East North Central
Lawrence,Ryan,Waterbury,CT,hat,70,blue,2014-09-13,9765,"Runolfsdottir, O'Conner and Marvin",Connecticut,CT,Northeast,New England
Annie,Richards,Littleton,CO,shirt,50,green,2015-04-23,9766,Hilpert-Thompson,Colorado,CO,West,Mountain
Norma,Simpson,North Hollywood,CA,hat,90,red,2016-06-22,9767,,California,CA,West,Pacific
Larry,Cole,New York City,NY,hat,80,blue,2015-07-10,9768,Emmerich-Bradtke,New York,NY,Northeast,Middle Atlantic
Victor,Gray,Columbus,OH,shirt,80,green,2014-11-23,9769,"Williamson, Mraz and D'Amore",Ohio,OH,Midwest,East North Central
Lisa,Wallace,Louisville,KY,hat,80,red,2014-05-18,9770,Tromp-Romaguera,Kentucky,KY,South,East South Central
Rose,Burton,Spring,TX,shirt,90,blue,2016-06-29,9771,Reichel Group,Texas,TX,South,West South Central
Stephanie,Ryan,Buffalo,NY,hat,80,green,2014-10-16,9772,"Schroeder, Dickinson and Ryan",New York,NY,Northeast,Middle Atlantic
Stephen,Howard,Phoenix,AZ,shirt,70,red,2016-02-03,9773,Lesch-Kovacek,Arizona,AZ,West,Mountain
Sarah,Allen,Anaheim,CA,hat,80,blue,2016-08-02,9774,,California,CA,West,Pacific
Ruth,Johnson,Kansas City,MO,shirt,10,green,2016-07-26,9775,"O'Connell, Mills and Wehner",Missouri,MO,Midwest,West North Central
Christine,Jacobs,Lexington,KY,hat,50,red,2015-12-14,9776,"Ondricka, Nitzsche and Lind",Kentucky,KY,South,East South Central
Carolyn,Henry,Abilene,TX,shirt,90,blue,2014-01-02,9777,"Leuschke, Collins and Rath",Texas,TX,South,West South Central
Jeffrey,Sanchez,Bethlehem,PA,shirt,80,green,2015-02-15,9778,"Schuppe, Mayert and Morissette",Pennsylvania,PA,Northeast,Middle Atlantic
Todd,Mason,Oklahoma City,OK,hat,90,red,2014-08-19,9779,Bednar LLC,Oklahoma,OK,South,West South Central
Patricia,Riley,Louisville,KY,hat,40,blue,2014-03-22,9780,"Moore, Hyatt and Blick",Kentucky,KY,South,East South Central
Mark,George,Metairie,LA,shirt,90,green,2014-12-25,9781,"Morissette, Kutch and Koch",Louisiana,LA,South,West South Central
Amy,Warren,Mount Vernon,NY,hat,90,red,2014-09-11,9782,"Skiles, Leannon and Wyman",New York,NY,Northeast,Middle Atlantic
Raymond,Stephens,Baltimore,MD,hat,90,blue,2016-04-03,9783,Kuhn Group,Maryland,MD,South,South Atlantic
Frances,Barnes,San Antonio,TX,shirt,90,green,2016-09-26,9784,Feest-Price,Texas,TX,South,West South Central
Earl,Green,Independence,MO,shirt,100,red,2015-07-18,9785,Hauck-Wisozk,Missouri,MO,Midwest,West North Central
Janet,Ferguson,Florence,SC,shirt,90,blue,2014-08-06,9786,Auer and Sons,South Carolina,SC,South,South Atlantic
Antonio,Hart,Young America,MN,shirt,90,green,2013-12-18,9787,Feest Inc,Minnesota,MN,Midwest,West North Central
Angela,Russell,Peoria,IL,hat,40,red,2016-10-01,9788,"Hodkiewicz, Osinski and Larson",Illinois,IL,Northeast,East North Central
Joyce,Perry,San Antonio,TX,hat,90,blue,2013-11-20,9789,Reichert and Sons,Texas,TX,South,West South Central
Robin,Gardner,Vero Beach,FL,hat,30,green,2015-04-10,9790,Morar-Yundt,Florida,FL,South,South Atlantic
Louis,Cole,Chicago,IL,shirt,100,red,2015-05-21,9791,"Grady, Ernser and Wuckert",Illinois,IL,Northeast,East North Central
Debra,Henry,Anderson,SC,hat,90,blue,2016-07-09,9792,Pollich Group,South Carolina,SC,South,South Atlantic
Rebecca,Henderson,Peoria,IL,hat,90,green,2014-02-13,9793,Hirthe Group,Illinois,IL,Northeast,East North Central
Stephen,Fernandez,Chicago,IL,hat,20,red,2014-05-28,9794,"Mante, Larkin and MacGyver",Illinois,IL,Northeast,East North Central
Douglas,Freeman,Fort Lauderdale,FL,hat,60,blue,2015-09-21,9795,"Vandervort, Bartoletti and Stanton",Florida,FL,South,South Atlantic
Ruth,Peterson,El Paso,TX,hat,70,green,2016-08-24,9796,Harris-Heidenreich,Texas,TX,South,West South Central
Richard,Myers,Charlotte,NC,shirt,20,red,2015-05-12,9797,"Schuster, Streich and Schaefer",North Carolina,NC,South,South Atlantic
Steven,Green,Atlanta,GA,shirt,30,blue,2016-05-26,9798,,Georgia,GA,South,South Atlantic
Roy,Stanley,Harrisburg,PA,hat,90,green,2015-08-29,9799,Hintz and Sons,Pennsylvania,PA,Northeast,Middle Atlantic
Kathy,Riley,Memphis,TN,hat,60,red,2015-12-17,9800,Gaylord Inc,Tennessee,TN,South,East South Central
Wayne,Gutierrez,Sioux Falls,SD,shirt,80,blue,2015-03-20,9801,"Wehner, Beer and Fadel",South Dakota,SD,Midwest,West North Central
Jimmy,Wagner,Jackson,MS,hat,40,green,2015-08-25,9802,"Gusikowski, Gerlach and Kihn",Mississippi,MS,South,East South Central
Annie,Kennedy,Punta Gorda,FL,hat,80,red,2016-01-01,9803,Green-Kreiger,Florida,FL,South,South Atlantic
Martha,Gardner,Huntington,WV,shirt,90,blue,2014-04-10,9804,Price-Effertz,West Virginia,WV,South,South Atlantic
Jennifer,Fowler,Albuquerque,NM,shirt,60,green,2015-03-04,9805,Baumbach Group,New Mexico,NM,West,Mountain
Steve,Gomez,Montgomery,AL,shirt,40,red,2014-01-18,9806,Weissnat-Cremin,Alabama,AL,South,East South Central
Andrew,Cox,Philadelphia,PA,shirt,90,blue,2014-04-26,9807,Corkery LLC,Pennsylvania,PA,Northeast,Middle Atlantic
Joseph,Howard,Baltimore,MD,shirt,100,green,2015-06-14,9808,"O'Keefe, Nader and Bartell",Maryland,MD,South,South Atlantic
Cynthia,Evans,San Antonio,TX,shirt,30,red,2015-06-05,9809,"Emard, Ruecker and Halvorson",Texas,TX,South,West South Central
Kevin,Fox,Birmingham,AL,hat,90,blue,2015-07-15,9810,Lind-Bernier,Alabama,AL,South,East South Central
George,White,Billings,MT,hat,70,green,2014-01-09,9811,Cremin-Pagac,Montana,MT,West,Mountain
Sandra,Bryant,Newport Beach,CA,hat,80,red,2016-07-07,9812,,California,CA,West,Pacific
Linda,Garrett,Louisville,KY,hat,50,blue,2014-09-19,9813,"Macejkovic, Orn and Smith",Kentucky,KY,South,East South Central
Mark,Williams,Jacksonville,FL,hat,70,green,2016-01-17,9814,Mann Inc,Florida,FL,South,South Atlantic
Ashley,Burton,Milwaukee,WI,hat,80,red,2016-04-30,9815,Lemke Inc,Wisconsin,WI,Midwest,East North Central
Patrick,Gordon,Spokane,WA,hat,40,blue,2016-07-18,9816,"Walter, Gutmann and Berge",Washington,WA,West,Pacific
Robin,Wheeler,Los Angeles,CA,hat,90,green,2015-12-23,9817,Hammes-Okuneva,California,CA,West,Pacific
Lillian,Kim,Richmond,VA,hat,20,red,2014-10-10,9818,Connelly-Schinner,Virginia,VA,South,South Atlantic
Katherine,Kennedy,Brooklyn,NY,hat,50,blue,2016-01-20,9819,Nolan Group,New York,NY,Northeast,Middle Atlantic
William,Mason,Lexington,KY,hat,20,green,2015-01-17,9820,Pagac and Sons,Kentucky,KY,South,East South Central
Deborah,Hanson,Palm Bay,FL,shirt,90,red,2015-11-20,9821,"Stiedemann, Schaden and Lakin",Florida,FL,South,South Atlantic
Jeremy,Boyd,San Antonio,TX,hat,80,blue,2016-05-07,9822,"Osinski, Thompson and Haag",Texas,TX,South,West South Central
Debra,Gonzalez,Milwaukee,WI,shirt,90,green,2015-01-11,9823,,Wisconsin,WI,Midwest,East North Central
Helen,Thompson,Dayton,OH,hat,40,red,2013-11-26,9824,Lowe Inc,Ohio,OH,Midwest,East North Central
Henry,Kim,Bradenton,FL,shirt,70,blue,2015-11-21,9825,Wintheiser LLC,Florida,FL,South,South Atlantic
Gerald,Ortiz,Bakersfield,CA,hat,90,green,2014-08-30,9826,Rohan Inc,California,CA,West,Pacific
Amy,Simpson,Akron,OH,shirt,60,red,2014-03-12,9827,Schulist and Sons,Ohio,OH,Midwest,East North Central
Joyce,Ward,Frankfort,KY,hat,80,blue,2014-01-31,9828,"Wisoky, Reichel and Mante",Kentucky,KY,South,East South Central
Cheryl,Elliott,Kansas City,MO,hat,100,green,2014-12-21,9829,Zemlak and Sons,Missouri,MO,Midwest,West North Central
Bobby,Garrett,Shawnee Mission,KS,hat,100,red,2015-11-14,9830,"Labadie, Legros and Reichert",Kansas,KS,Midwest,West North Central
Betty,Hall,Oakland,CA,shirt,100,blue,2015-10-17,9831,"Schinner, Emard and Osinski",California,CA,West,Pacific
Andrew,Moreno,Fort Lauderdale,FL,hat,10,green,2016-03-26,9832,Hackett-Sipes,Florida,FL,South,South Atlantic
Judy,Johnson,High Point,NC,hat,80,red,2016-07-05,9833,Bogisich and Sons,North Carolina,NC,South,South Atlantic
John,White,Annapolis,MD,hat,90,blue,2015-09-15,9834,Vandervort Inc,Maryland,MD,South,South Atlantic
Anna,Brown,Murfreesboro,TN,shirt,80,green,2014-06-27,9835,Haag Inc,Tennessee,TN,South,East South Central
Harold,Richards,El Paso,TX,hat,10,red,2014-09-08,9836,Hansen LLC,Texas,TX,South,West South Central
Shirley,Montgomery,Newton,MA,shirt,60,blue,2014-04-02,9837,,Massachusetts,MA,Northeast,New England
Ryan,Webb,Burbank,CA,hat,10,green,2014-05-23,9838,Hickle and Sons,California,CA,West,Pacific
Mary,Ruiz,San Angelo,TX,shirt,70,red,2013-12-05,9839,Kris Group,Texas,TX,South,West South Central
Walter,Clark,Atlanta,GA,shirt,50,blue,2016-10-18,9840,Wiza Group,Georgia,GA,South,South Atlantic
Wanda,Torres,Winston Salem,NC,shirt,10,green,2014-12-29,9841,Jacobi Group,North Carolina,NC,South,South Atlantic
Donald,Harris,Denver,CO,shirt,90,red,2016-08-21,9842,Dibbert-Rowe,Colorado,CO,West,Mountain
Anna,Porter,Denver,CO,hat,60,blue,2016-06-27,9843,"Weber, Herman and Hermann",Colorado,CO,West,Mountain
Bobby,Lynch,Oakland,CA,shirt,80,green,2014-08-29,9844,"Predovic, Witting and Koepp",California,CA,West,Pacific
Jason,West,Fort Lauderdale,FL,hat,90,red,2016-02-03,9845,Moore and Sons,Florida,FL,South,South Atlantic
Deborah,Rivera,El Paso,TX,hat,50,blue,2015-10-31,9846,Rosenbaum LLC,Texas,TX,South,West South Central
Carlos,Howell,Detroit,MI,hat,30,green,2015-09-27,9847,Ullrich Inc,Michigan,MI,Midwest,East North Central
Eugene,Ray,Chicago,IL,shirt,80,red,2016-09-01,9848,"Carroll, Weber and Smith",Illinois,IL,Northeast,East North Central
Philip,Hudson,Sioux City,IA,hat,80,blue,2016-08-20,9849,Marvin-Simonis,Iowa,IA,Midwest,West North Central
Sean,Lane,Greensboro,NC,hat,90,green,2016-05-30,9850,Gerlach-White,North Carolina,NC,South,South Atlantic
Christina,Richardson,Charlotte,NC,hat,40,red,2014-08-09,9851,Cartwright Group,North Carolina,NC,South,South Atlantic
Ronald,Gibson,Sacramento,CA,hat,80,blue,2014-02-17,9852,,California,CA,West,Pacific
Carolyn,Carter,Las Vegas,NV,hat,20,green,2016-02-24,9853,Beatty Inc,Nevada,NV,West,Mountain
Justin,Stanley,Spokane,WA,hat,100,red,2014-03-03,9854,Koepp Group,Washington,WA,West,Pacific
Jennifer,Garrett,Saint Petersburg,FL,shirt,30,blue,2016-09-15,9855,"Osinski, Greenholt and Spencer",Florida,FL,South,South Atlantic
Kimberly,Chavez,Idaho Falls,ID,hat,70,green,2014-01-27,9856,Will Inc,Idaho,ID,West,Mountain
Walter,Hamilton,Albany,NY,hat,40,red,2015-08-14,9857,Glover-Reynolds,New York,NY,Northeast,Middle Atlantic
Joan,Barnes,Irving,TX,hat,90,blue,2016-10-19,9858,,Texas,TX,South,West South Central
Kathy,Collins,Salt Lake City,UT,hat,100,green,2014-08-31,9859,Johnston-Tromp,Utah,UT,West,Mountain
Keith,Fox,Lansing,MI,shirt,80,red,2014-04-30,9860,"Bailey, Farrell and Kuvalis",Michigan,MI,Midwest,East North Central
Kathryn,Day,Sacramento,CA,hat,90,blue,2016-03-16,9861,Beahan Inc,California,CA,West,Pacific
Nancy,Murphy,Fort Lauderdale,FL,shirt,90,green,2014-10-10,9862,Tromp-Raynor,Florida,FL,South,South Atlantic
Stephen,Snyder,Springfield,MO,shirt,90,red,2015-03-29,9863,"Armstrong, Herman and Wisoky",Missouri,MO,Midwest,West North Central
Mildred,Ortiz,San Francisco,CA,hat,70,blue,2016-03-29,9864,"Vandervort, Larson and Ferry",California,CA,West,Pacific
Philip,Arnold,Glendale,CA,hat,40,green,2014-01-03,9865,Renner-Corkery,California,CA,West,Pacific
Edward,Ross,Houston,TX,shirt,90,red,2015-02-01,9866,Gislason LLC,Texas,TX,South,West South Central
Phyllis,Clark,Norfolk,VA,shirt,100,blue,2016-08-25,9867,,Virginia,VA,South,South Atlantic
Melissa,Franklin,Boise,ID,shirt,20,green,2015-11-02,9868,Bednar LLC,Idaho,ID,West,Mountain
Todd,Richards,San Jose,CA,hat,100,red,2015-06-20,9869,Schulist-Mills,California,CA,West,Pacific
Jason,Daniels,Boston,MA,shirt,80,blue,2014-06-26,9870,Heathcote LLC,Massachusetts,MA,Northeast,New England
Emily,Marshall,San Antonio,TX,shirt,70,green,2014-11-20,9871,Sanford LLC,Texas,TX,South,West South Central
Christine,Rivera,Fayetteville,NC,hat,50,red,2016-05-04,9872,"Beatty, Predovic and Oberbrunner",North Carolina,NC,South,South Atlantic
Beverly,Garza,El Paso,TX,shirt,90,blue,2014-03-29,9873,Abernathy LLC,Texas,TX,South,West South Central
Julie,Grant,Albany,NY,hat,90,green,2015-12-14,9874,Fadel Group,New York,NY,Northeast,Middle Atlantic
Raymond,Butler,Midland,TX,hat,100,red,2016-06-06,9875,Hackett-Metz,Texas,TX,South,West South Central
Carl,Greene,Augusta,GA,shirt,90,blue,2015-12-05,9876,"Stroman, Nikolaus and Feest",Georgia,GA,South,South Atlantic
Sandra,Lawrence,Van Nuys,CA,shirt,90,green,2016-04-09,9877,Nikolaus-Mann,California,CA,West,Pacific
Joshua,Perkins,Corpus Christi,TX,hat,90,red,2015-09-02,9878,Frami-Lynch,Texas,TX,South,West South Central
Angela,Duncan,Miami Beach,FL,hat,70,blue,2015-07-29,9879,Stoltenberg-Lakin,Florida,FL,South,South Atlantic
Eric,Turner,Akron,OH,hat,70,green,2015-07-22,9880,Murphy Inc,Ohio,OH,Midwest,East North Central
Charles,Matthews,Vienna,VA,shirt,80,red,2015-10-03,9881,,Virginia,VA,South,South Atlantic
Phyllis,George,Kansas City,MO,hat,40,blue,2015-07-05,9882,Herman-Borer,Missouri,MO,Midwest,West North Central
Frank,West,Corpus Christi,TX,shirt,30,green,2015-12-20,9883,Lockman-Russel,Texas,TX,South,West South Central
Paula,Bishop,Naples,FL,shirt,100,red,2014-11-08,9884,"Feeney, White and Corwin",Florida,FL,South,South Atlantic
Kathryn,Banks,Rochester,NY,shirt,30,blue,2014-05-14,9885,"Predovic, Beahan and Bahringer",New York,NY,Northeast,Middle Atlantic
Stephanie,Ruiz,Palo Alto,CA,hat,90,green,2015-03-29,9886,"Sanford, Blick and Beer",California,CA,West,Pacific
Linda,Gonzalez,Chicago,IL,shirt,100,red,2014-09-13,9887,Little-Armstrong,Illinois,IL,Northeast,East North Central
Patrick,Hunt,Spartanburg,SC,shirt,90,blue,2014-09-14,9888,,South Carolina,SC,South,South Atlantic
Christopher,Hunter,Peoria,IL,hat,70,green,2015-06-30,9889,Harvey LLC,Illinois,IL,Northeast,East North Central
Jesse,Jones,Grand Rapids,MI,shirt,80,red,2013-12-20,9890,,Michigan,MI,Midwest,East North Central
Bruce,Stone,Lynn,MA,hat,100,blue,2016-04-09,9891,Baumbach and Sons,Massachusetts,MA,Northeast,New England
Maria,Morgan,Moreno Valley,CA,shirt,100,green,2015-10-08,9892,,California,CA,West,Pacific
Sara,Payne,Springfield,MA,shirt,100,red,2016-01-31,9893,Emmerich-Gleason,Massachusetts,MA,Northeast,New England
Shirley,Graham,Tulsa,OK,hat,90,blue,2014-03-12,9894,,Oklahoma,OK,South,West South Central
Joyce,Henry,San Jose,CA,hat,80,green,2015-02-28,9895,"Lockman, Conroy and Lind",California,CA,West,Pacific
Angela,Cunningham,Milwaukee,WI,hat,20,red,2015-05-12,9896,,Wisconsin,WI,Midwest,East North Central
Beverly,Hudson,Kansas City,KS,hat,100,blue,2016-01-16,9897,Ruecker-Moen,Kansas,KS,Midwest,West North Central
Jacqueline,Payne,Dayton,OH,shirt,80,green,2016-03-02,9898,"Abernathy, Crona and Watsica",Ohio,OH,Midwest,East North Central
Ryan,Hayes,Houston,TX,hat,20,red,2014-05-30,9899,Spencer-Toy,Texas,TX,South,West South Central
Gloria,Reynolds,Port Charlotte,FL,hat,40,blue,2013-12-26,9900,Becker-Heller,Florida,FL,South,South Atlantic
Irene,Bowman,Lincoln,NE,hat,30,green,2014-08-20,9901,"Gleichner, Mohr and Casper",Nebraska,NE,Midwest,West North Central
Aaron,Jacobs,Albuquerque,NM,shirt,70,red,2016-03-03,9902,,New Mexico,NM,West,Mountain
Gerald,Freeman,Macon,GA,shirt,90,blue,2016-01-01,9903,Mayer-Kilback,Georgia,GA,South,South Atlantic
Clarence,Williamson,Raleigh,NC,hat,100,green,2014-12-03,9904,Lesch-Grady,North Carolina,NC,South,South Atlantic
Barbara,Garza,North Little Rock,AR,shirt,80,red,2016-04-16,9905,Lang Inc,Arkansas,AR,South,West South Central
Earl,Ruiz,Hampton,VA,hat,90,blue,2016-04-04,9906,"Mayert, Huel and Greenholt",Virginia,VA,South,South Atlantic
Eric,Martinez,Charlotte,NC,shirt,90,green,2014-03-08,9907,Conroy-Bednar,North Carolina,NC,South,South Atlantic
Lori,Burke,Los Angeles,CA,shirt,30,red,2014-10-21,9908,Fisher LLC,California,CA,West,Pacific
Cheryl,Phillips,Portland,OR,shirt,90,blue,2015-04-28,9909,Prosacco LLC,Oregon,OR,West,Pacific
Thomas,Rivera,New York City,NY,hat,100,green,2014-02-21,9910,Morissette-Lang,New York,NY,Northeast,Middle Atlantic
Howard,Ramirez,Greensboro,NC,hat,70,red,2015-02-16,9911,Johns Group,North Carolina,NC,South,South Atlantic
Frank,Willis,Hampton,VA,hat,70,blue,2016-04-30,9912,Cummerata LLC,Virginia,VA,South,South Atlantic
Anne,Porter,Fort Lauderdale,FL,shirt,10,green,2015-09-13,9913,"Smith, Mertz and Sawayn",Florida,FL,South,South Atlantic
Louis,Cox,Young America,MN,hat,70,red,2015-07-27,9914,Mitchell-Nolan,Minnesota,MN,Midwest,West North Central
Cynthia,Powell,Odessa,TX,shirt,100,blue,2016-11-05,9915,Jaskolski-Wiegand,Texas,TX,South,West South Central
Jimmy,Willis,Denver,CO,shirt,80,green,2014-12-02,9916,McKenzie LLC,Colorado,CO,West,Mountain
Jimmy,Price,San Francisco,CA,shirt,80,red,2013-11-15,9917,Bartell-Armstrong,California,CA,West,Pacific
Virginia,Howell,Alexandria,VA,hat,30,blue,2015-10-08,9918,"Deckow, Wilkinson and Stoltenberg",Virginia,VA,South,South Atlantic
Catherine,King,Philadelphia,PA,hat,30,green,2014-01-20,9919,Auer Group,Pennsylvania,PA,Northeast,Middle Atlantic
Margaret,Hughes,Roanoke,VA,shirt,10,red,2014-08-16,9920,Upton-Considine,Virginia,VA,South,South Atlantic
Matthew,Robinson,San Francisco,CA,hat,90,blue,2014-07-11,9921,Gerhold and Sons,California,CA,West,Pacific
Lois,Gordon,Kalamazoo,MI,hat,10,green,2015-08-02,9922,Senger LLC,Michigan,MI,Midwest,East North Central
Barbara,Hunt,El Paso,TX,shirt,90,red,2015-04-17,9923,,Texas,TX,South,West South Central
George,Gonzalez,Naperville,IL,shirt,10,blue,2014-12-18,9924,Heidenreich LLC,Illinois,IL,Northeast,East North Central
Cynthia,Alexander,Jersey City,NJ,hat,60,green,2014-03-30,9925,"Berge, Nicolas and Hahn",New Jersey,NJ,Northeast,Middle Atlantic
Debra,Hughes,Brooksville,FL,shirt,80,red,2016-09-21,9926,,Florida,FL,South,South Atlantic
Amy,Hart,Indianapolis,IN,hat,70,blue,2016-07-11,9927,"Stroman, White and Bosco",Indiana,IN,Northeast,East North Central
Rebecca,Murray,Omaha,NE,shirt,60,green,2014-09-04,9928,Braun-Keebler,Nebraska,NE,Midwest,West North Central
Christina,Gibson,West Palm Beach,FL,shirt,30,red,2015-11-06,9929,Bernhard-Lemke,Florida,FL,South,South Atlantic
Edward,Campbell,Tucson,AZ,hat,80,blue,2014-01-28,9930,Torphy LLC,Arizona,AZ,West,Mountain
Martha,Bell,Richmond,VA,hat,30,green,2016-10-15,9931,"Blanda, Eichmann and Smitham",Virginia,VA,South,South Atlantic
Louise,Fisher,Stamford,CT,hat,100,red,2016-10-01,9932,Braun-Rodriguez,Connecticut,CT,Northeast,New England
John,Sanders,Augusta,GA,shirt,80,blue,2015-11-22,9933,Dickinson-Brakus,Georgia,GA,South,South Atlantic
Gloria,Wells,New York City,NY,hat,90,green,2016-01-20,9934,Friesen-Ferry,New York,NY,Northeast,Middle Atlantic
Phillip,Hansen,Dallas,TX,shirt,100,red,2014-01-30,9935,Hahn-Runolfsdottir,Texas,TX,South,West South Central
Gloria,Olson,Troy,MI,hat,100,blue,2015-04-20,9936,Ratke Group,Michigan,MI,Midwest,East North Central
Keith,Butler,Wichita,KS,hat,70,green,2015-03-31,9937,Hilpert and Sons,Kansas,KS,Midwest,West North Central
Terry,Grant,San Jose,CA,hat,30,red,2015-04-17,9938,"Wiza, Rau and Hauck",California,CA,West,Pacific
Willie,Elliott,Denver,CO,shirt,30,blue,2015-07-07,9939,,Colorado,CO,West,Mountain
Kelly,Burns,San Francisco,CA,hat,40,green,2014-09-14,9940,Denesik-Balistreri,California,CA,West,Pacific
Cheryl,Kim,Pasadena,CA,shirt,100,red,2015-01-18,9941,Pagac-Harris,California,CA,West,Pacific
Rebecca,Hayes,San Francisco,CA,hat,50,blue,2015-06-06,9942,Breitenberg-Lesch,California,CA,West,Pacific
Denise,Lawson,San Francisco,CA,shirt,80,green,2015-07-25,9943,Mohr and Sons,California,CA,West,Pacific
Catherine,Lewis,Youngstown,OH,shirt,90,red,2015-09-26,9944,Paucek-Muller,Ohio,OH,Midwest,East North Central
Marie,Reynolds,El Paso,TX,shirt,80,blue,2015-01-17,9945,Heidenreich-Stroman,Texas,TX,South,West South Central
